Location,BHK,sq_ft,bath,balcony,Price
Vittasandra,2,1238,2,1,67.32
Dasanapura,2,814,2,1,42
Dodda Nekkundi,2,1145,2,1,46.5
Varthur,2,965,2,1,34
Doddabele,2,750,2,1,36
Banashankari,3,1300,2,2,55
1st Phase JP Nagar,3,1590,3,3,131
Begur Road,1,644,1,1,40
Whitefield,2,982,2,1,37
Indira Nagar,2,1260,2,2,100
Rayasandra,3,1555,3,2,75.17
Race Course Road,4,2500,4,1,450
Kaggadasapura,2,1225,2,2,48
Electronics City Phase 1,2,1085,2,1,46
Rajaji Nagar,3,1640,3,2,220
Thanisandra,3,1595,3,1,110
Raja Rajeshwari Nagar,2,1196,2,2,40.44
Yelahanka,3,1859,3,1,108
9th Phase JP Nagar,2,1079,2,1,60
Shivaji Nagar,2,550,1,1,27
Whitefield,2,1118,2,1,42
CV Raman Nagar,2,1198,2,2,60
Chandapura,3,1100,2,2,30.215
Thigalarapalya,3,1830,4,2,135
Banashankari Stage VI,2,1160,2,1,59
Srirampuram,3,1485,2,1,156
Ejipura,3,2070,3,3,135
Basaveshwara Nagar,6,750,4,1,150
Kannamangala,2,957,2,0,52.5
Basaveshwara Nagar,5,2400,4,1,310
Bannerghatta Road,2,1268,2,1,69
Bannerghatta Road,3,1450,2,2,87
Manorayana Palya,3,1600,2,2,75
Uttarahalli,3,1330,2,1,57
Jakkur,3,1355,2,2,65
Horamavu Banaswadi,2,1272,2,2,51.5
Abbaiah Reddy Layout,2,1100,2,1,38.49
Sarjapur  Road,3,1220,3,2,58
Chikkalasandra,2,1075,2,1,46.76
Lingarajapuram,2,800,2,1,55
Vasanthapura,2,995,2,1,34.82
Vasantha Vallabha Nagar,2,900,1,1,44
Haralur Road,2,1140,2,1,42
Ganga Nagar,3,1480,2,2,125
Padmanabhanagar,3,1710,2,2,90.63
Talaghattapura,3,2106,3,3,148
Yeshwanthpur,9,2400,6,2,270
Sadahalli,3,3800,2,3,130
Vajarahalli,3,800,3,2,120
Marathahalli,2,1602,2,2,104
Sarjapur  Road,3,1660,2,2,116
Electronic City Phase II,3,1549,3,2,80
Marathahalli,1,700,1,1,38
Balagere,2,1012,2,1,64
Marathahalli,3,1469,3,1,89
Whitefield,2,1216,2,1,69
Electronic City Phase II,2,1065,2,1,56.13
Thanisandra,3,1411,3,1,93.15
Pai Layout,2,1400,2,2,57.5
Hoskote,3,1250,3,2,29
Haralur Road,2,1245,2,3,62
Choodasandra,2,1115,2,1,50
Vidyaranyapura,2,1000,2,1,35
Panathur,3,1565,3,0,71.89
Subramanyapura,3,1800,3,2,90
Mathikere,2,1500,2,2,130
Chandapura,1,645,1,1,16.45
Kothannur,3,1275,3,2,44
Kasavanhalli,3,1494,3,2,82
Bhoganhalli,3,1949,3,2,129
BTM Layout,2,1020,2,1,46.5
Mysore Road,2,883,2,1,45
Old Airport Road,4,3200,4,2,280
Uttarahalli,6,1680,6,1,125
Mysore Road,12,2232,6,2,300
Anand nagar,3,2010,3,3,125
Yeshwanthpur,2,1240,2,2,80
6th Phase JP Nagar,2,1213,2,1,63
Hegde Nagar,3,1835,3,3,88
Hoskote,9,1800,10,3,185
Bannerghatta Road,4,2932,5,3,195
Whitefield,4,3425,5,2,250
Gottigere,2,945,2,0,45
Sathya Layout,3,1504,2,2,100
Lakshminarayana Pura,3,1569,3,2,150
Harlur,3,1755,3,2,130
Vijayanagar,3,1760,3,2,140
Hoodi,2,1240,2,3,43.94
Electronics City Phase 1,3,1450,3,2,72.54
5th Phase JP Nagar,2,1000,2,0,48
Shivaji Nagar,1,3820,1,1,306
Thyagaraja Nagar,5,2000,4,2,145
Choodasandra,2,1215,2,2,59
5 Bedroom Farm House in Lakshmipura,5,2400,6,2,550
Yelachenahalli,3,1330,3,3,73.5
Raja Rajeshwari Nagar,2,1178,2,1,75
Hulimavu,4,1500,4,3,192
Shree Ananth Nagar Layout,2,2040,2,2,59
Bellandur,3,2000,3,2,85
Shanti Nagar,3,1602,2,1,165
2nd Stage Arekere Mico Layout,4,1200,4,1,130
Parappana Agrahara,2,1194,2,2,46
Jayamahal,3,1800,3,1,220
Dasarahalli,3,2400,2,1,152
Sarjapur  Road,3,1700,3,3,108
Jigani,3,1200,3,2,65
Veer Sandra,3,1500,3,0,72
Karuna Nagar,3,1240,3,2,165
Whitefield,3,3000,3,2,400
Kanakpura Road,3,1737,3,3,85
TC Palaya,2,900,2,0,55
Chennappa Layout,3,1280,2,1,48
CV Raman Nagar,2,1560,2,2,85
Kambipura,2,883,2,1,44
Kengeri Satellite Town,2,750,2,1,33
Brookefield,4,2400,3,3,140
Bhuvaneshwari Nagar,2,900,2,1,45
Hormavu,2,1030,2,1,49.35
7th Phase JP Nagar,3,1850,3,2,155
Hennur Road,3,1831,3,1,110
Raja Rajeshwari Nagar 5th Stage,2,1095,2,1,38.33
Electronic City Phase II,3,1320,2,1,38.13
Sarjapur  Road,3,1270,2,0,40.72
7th Phase JP Nagar,2,1000,2,1,61
Budigere,3,1820,3,2,85.4
Bisuvanahalli,3,1075,2,1,41
TC Palaya,3,1500,3,0,83
Electronics City Phase 1,1,360,1,0,16.9
Kadugodi,1,840,1,0,40.7
Electronic City,2,1140,2,1,70.93
Chennammana Kere,2,1145,2,2,58.4
RMV Extension Stage 2,3,1862,3,3,120
 Devarachikkanahalli,2,947,2,2,43
Langford Town,4,697,4,2,211
Chandra Layout,3,700,3,2,195
Kalena Agrahara,2,1120,2,2,40
Sadanand Nagar,3,2700,3,3,200
Kaggadasapura,3,1805,2,2,75
Basavangudi,2,1100,2,3,93
Bommenahalli,4,1355,3,0,135
"Whietfield, ",3,1677,3,2,98
Hosapalya,8,2500,8,3,95
Uttarahalli,3,1560,3,3,74
Arekere,3,2060,3,2,150
Koramangala,3,1716,2,0,115
Harlur,3,1864,3,1,140
Electronics City Phase 1,1,638,1,1,32
Sidedahalli,9,1200,7,3,95
Kodigehalli,8,1150,9,3,170
Chandapura,2,937,2,1,30
Hennur Gardens,3,1490,2,1,115
Frazer Town,4,4856,5,3,410
Whitefield,4,4003,6,1,525
Whitefield,2,1100,2,1,37
Thigalarapalya,2,1000,2,2,48.53
Horamavu Agara,2,1060,2,1,37
Kundalahalli,2,1047,2,1,91
Basaveshwara Nagar,2,1200,2,2,80
Akshaya Nagar,3,1420,2,2,75
Sarjapur  Road,3,1539,3,2,85
Tejaswini Nagar,3,1550,3,1,59
Kasavanhalli,3,1555,3,3,82
BTM Layout 1stage 9th Main,7,600,6,2,138
Seegehalli,3,1553,3,3,68
Electronic City Phase II,2,920,2,2,26
Jeevan bima nagar,3,1740,3,3,120
OMBR Layout,3,1855,3,2,145
Kundalahalli,3,1724,3,1,146
B Narayanapura,2,1020,2,2,60
Banaswadi,6,1000,4,2,150
Uttarahalli,3,1250,2,1,50
Sanjay nagar,3,1450,3,2,75
Thubarahalli,2,1200,2,2,80
Haralur Road,2,1140,2,2,58
Hoskote,5,900,5,2,110
Basava Nagar,1,550,1,1,16
Bannerghatta Road,3,1450,3,1,44
Jigani,3,1500,3,3,25.49
Kanakpura Road,2,700,2,1,35.07
Whitefield,3,1200,3,1,56
Yelahanka,2,1050,2,1,45
Somasundara Palya,3,1600,3,3,69
Bannerghatta Road,3,1625,2,3,75
Volagerekallahalli,2,1492,2,2,65
Whitefield,4,2830,5,0,157.5
Sarjapur  Road,3,1489,2,3,82
Kanakapura,3,1560,2,2,62.38
Haralur Road,2,1140,2,2,42
Lavakusha Nagar,3,1431,3,2,65
Lingadheeranahalli,3,1682,3,1,114
Panathur,2,1198,2,1,86.26
Outer Ring Road East,3,3664,3,2,325
Sarjapur  Road,3,1550,2,2,69.75
Kodichikkanahalli,2,1026,2,1,45
Hennur,3,1260,2,2,52
Singanayakanahalli,2,690,2,0,42
Sarjapur  Road,1,539,1,1,45
Sarakki Nagar,4,1200,4,1,85
Attibele,3,2400,3,3,120
Thubarahalli,2,1200,2,2,79.55
Kundalahalli,4,2500,5,2,350
Sarjapur  Road,3,1186,2,2,40
Thanisandra,2,1039,2,2,39.5
Mahalakshmi Puram,4,1500,5,3,233
Gottigere,5,1500,4,1,100
Malleshwaram,3,2520,3,2,150
Brookefield,2,1225,2,2,66.5
Bommanahalli,2,1350,2,2,72
Vittal Mallya Road,2,1030,2,2,300
Whitefield,3,1550,2,2,49.6
Hoodi,3,1490,3,2,79
Brindavan Nagar,3,1520,3,2,111
Whitefield,4,4100,4,2,550
Dena Bank Colony,3,1391,2,3,64.5
Rachenahalli,2,1200,2,2,50
Kadabagere,4,1200,4,2,86
1st Block HBR Layout,5,2500,6,3,500
Yelahanka,2,1322,2,2,80
Whitefield,3,2173,3,2,128
Sarjapur  Road,2,1200,2,2,75
Thubarahalli,2,1200,2,2,47
Mysore Road,2,1170,2,2,65
NRI Layout,2,1125,2,2,45.56
Devanahalli,1,655,1,0,28.57
Seetharampalya,2,1250,2,2,90
Chandapura,2,1025,2,2,27.68
Yelahanka,3,1075,2,2,36
High grounds,3,1900,2,2,190
Whitefield,3,1435,3,2,45
Electronics City Phase 1,2,1175,2,2,64.98
KUDLU MAIN ROAD,3,1464,3,2,56
Doddabidrakallu,2,900,2,1,33
Electronics City Phase 1,1,585,1,1,21
Jigani,4,3170,5,2,230
Shanti Nagar,3,1602,2,1,170
Thanisandra,2,1220,2,2,42
Rajaji Nagar,3,2500,3,3,350
Sarjapur  Road,3,2145,3,3,180
Bannerghatta Road,2,960,2,3,58
NGR Layout,1,907,1,1,38
Old Madras Road,2,1210,2,1,74
Kammanahalli,4,900,4,1,150
Jnana Ganga Nagar,2,1230,2,2,70
5th Phase JP Nagar,3,1350,2,1,75
Kenchenahalli,2,1150,2,2,58
Sarjapur,3,1404,2,0,53.35
OMBR Layout,2,1050,2,3,48
Kothanur,8,1020,10,0,155
Yelahanka,2,1285,2,2,56
Hormavu,2,1018,2,1,50.8
Hoskote,3,1200,3,2,57
Sarjapur  Road,2,1115,2,2,50
Ejipura,3,1600,3,3,95
9th Phase JP Nagar,2,1480,2,1,80
Kodichikkanahalli,5,2500,7,0,125
Kaval Byrasandra,1,480,1,1,25
Akshaya Nagar,3,1435,3,3,53
Lingarajapuram,1,450,1,2,60
Austin Town,1,600,2,0,23
CV Raman Nagar,3,1590,2,3,85
Hoskote,3,800,2,2,28.545
Nagavara,2,936,2,0,40.2
Banashankari,2,1181,2,1,75
Kengeri,3,1741,3,2,80
JP Nagar,3,1750,3,1,123
Varthur Road,2,1050,2,2,42.7
Tumkur Road,2,1027,2,1,60
Geleyara Balaga Layout,2,596,2,1,22
Dollar Scheme Colony,4,3463,6,0,310
Sector 2 HSR Layout,3,1600,3,2,70
Hebbal,4,2790,5,3,198
Sahakara Nagar,2,1000,2,1,60
Varthur,2,1120,2,2,44.24
Jinkethimmanahalli,2,1200,2,0,85
Kothnoor Dinne,2,1200,2,2,35
Kasturi Nagar,3,1570,3,2,110
Koramangala,3,1500,3,1,135
Frazer Town,2,1315,2,2,140
Electronic City Phase II,2,1140,2,1,33.84
Banashankari,2,1105,2,2,90
Electronic City,2,1200,2,1,34.65
Whitefield,1,905,1,1,62
HSR Layout,4,2400,4,0,350
Kudlu Gate,2,1185,2,1,50
Koramangala,2,1083,2,1,100
Rayasandra,3,1458,3,2,60
Hormavu,3,1555,3,2,75
Devi Nagar,2,1200,2,2,45
Sarjapur  Road,2,1308,2,1,58.86
Kudlu,2,1024,2,2,44
Parappana Agrahara,2,1194,2,2,47
Kanakapura,3,1450,3,1,75
Seegehalli,3,1639,3,3,120
Whitefield,3,1870,3,2,138
Hennur Road,2,1232,2,1,87
Kasavanhalli,3,1719,3,1,184
Chandapura,2,975,2,1,24.86
New Gurappana Palya,3,2000,4,3,130
Jakkur,2,1230,2,1,79
Guddadahalli,4,1350,4,2,140
KR Puram,2,1076,2,2,67
Kumaraswami Layout,7,2400,7,1,125
Vasanthpura,3,995,2,2,34.82
Kodigehaali,3,2120,3,2,177
Kasthuri Nagar East Of NGEF,6,2400,7,2,460
Chikka Gowdanapalya.,6,850,6,2,78
Electronic City,2,1096,2,2,40.55
Horamavu Agara,2,1107.83,2,1,41.51
Chamrajpet,1,505,1,0,85
Sarjapur  Road,2,1320,2,2,115
8th Phase JP Nagar,3,1408,3,0,72.02
Whitefield,2,1320,2,1,99.26
Whitefield,3,2901,4,2,190
GM Palaya,3,1315,2,2,65
VGP Layout,2,1000,2,1,44
Hosakerehalli,3,1596,3,3,79.8
Bannerghatta Road,3,1750,3,3,130
Whitefield,4,2403,4,2,270
Old Madras Road,3,1350,3,2,47.25
Old Madras Road,4,4050,2,2,341
"TR Mill Road, Chamarajpet",2,1175,2,2,79
Talaghattapura,2,921,2,1,29.47
Malleshwaram,4,4000,4,2,1100
Sultan Palaya,3,1713,3,3,125
Ittamadu,2,1200,2,0,43
8th Phase JP Nagar,3,1900,4,1,90
Kudlu Gate,3,1664,3,2,68
Binny Pete,3,1795,3,2,139
Kereguddadahalli,1,600,1,1,19.5
Hoodi,2,1240,2,3,65
Hegde Nagar,3,1965,4,2,132
Vishveshwarya Layout,3,600,4,0,99
Sarjapur,4,4111,4,1,370
Electronics City Phase 1,2,1200,2,2,59.76
Ganga Nagar,2,1112,2,3,68
Raja Rajeshwari Nagar,3,3000,3,2,60
Mahadevpura,2,1136,2,3,64.5
Jigani,2,914,2,2,55
Poorna Pragna Layout,3,1270,2,1,50.79
Rachenahalli,2,1050,2,2,47.25
Marathahalli,3,1385,2,2,68.5
Medahalli,2,990,2,3,35
Yelahanka,2,845,2,2,43
Whitefield,2,1485,2,1,96.51
Kanakapura,3,1460,2,3,43.79
Thanisandra,2,1450,2,1,57
HSR Layout,3,1360,2,1,53
Singasandra,2,1375,2,3,58
Uttarahalli,2,1125,2,1,48
Banashankari,1,720,1,1,60
7th Phase JP Nagar,3,1460,2,2,100
Green View Layout,2,1107,2,2,40
Maruthi Nagar,2,1158,2,3,75
Yelachenahalli,2,800,1,1,30
Sector 2 HSR Layout,9,600,9,2,90
Bhoganhalli,3,1760,3,2,128
Nandi Hills,4,3200,4,2,200
HAL 2nd Stage,2,600,3,2,145
TC Palaya,3,1350,3,1,60
Giri Nagar,6,600,6,3,100
Huskur,2,1125,2,1,32.49
Frazer Town,3,1706,3,3,154
BTM Layout,3,1600,3,2,112
Ramesh Nagar,2,1200,2,0,90
Whitefield,3,1755,3,3,101
Hulimavu,2,1200,2,1,50
BEML Layout,2,1200,2,2,67
Chokkanahalli,2,1266.67,2,0,69
Kariyammana Agrahara,3,1800,3,2,90
Sector 7 HSR Layout,3,1200,4,1,275
2nd Phase Judicial Layout,3,1300,3,2,64
Nirman Layout,3,800,3,3,60
Whitefield,4,4800,5,2,550
Mysore Road,2,942,2,0,50.855
Raja Rajeshwari Nagar,2,1128,2,2,40
NS Palya,2,2000,2,1,160
Panathur,2,1210,2,1,80
Arekere,4,2710,6,2,142
Raja Rajeshwari Nagar,2,1151,2,2,39
Rajaji Nagar,5,7500,8,3,1700
HOSUR MAIN ROAD,3,1464,3,2,56
Electronic City,2,1017,2,2,27
Sarjapur  Road,2,920,2,1,40
HRBR Layout,4,1200,3,1,180
Nyanappana Halli,5,1000,5,2,140
Munnekollal,3,1750,3,3,86.5
Dasanapura,2,1163,2,1,65
7th Phase JP Nagar,3,1650,3,3,110
Kundalahalli Colony,3,1800,3,3,95
CV Raman Nagar,2,1100,2,1,58
R.T. Nagar,2,1200,2,2,60
Ganga Nagar,3,1410,3,2,65
Begur Road,3,1933,3,2,98
Begur Road,2,1200,2,2,45.6
Whitefield,3,1608,2,3,63
Jakkasandra Extension,4,2679,5,2,280
Horamavu Banaswadi,2,1156,2,2,46.9
T.C PALYA,2,1230,2,0,75
Kasavanhalli,1,770,1,1,43.82
Ardendale,3,1777.26,3,2,105
Kanakpura Road,2,1339,2,2,85
Sarjapur  Road,3,3044,3,2,183
Chennappa Layout,2,1080,2,2,44.8
Doddabommasandra,8,3150,5,2,145
Nagadevanahalli,2,2400,2,2,135
Hulimavu,3,1450,3,3,72
Kothanur,2,1075,2,2,53
Sarjapur  Road,3,1163,2,2,62
TC Palaya,2,1200,2,0,65
Kattigenahalli,8,1200,8,1,135
Marathahalli,4,3090,4,3,325
Hebbal,2,1299,2,1,100
Electronic City,2,1130,2,1,32.63
HRBR Layout,2,1170,2,2,75
JP Nagar,3,1750,2,2,152
Yelahanka,4,2600,4,3,175
KR Puram,2,1140,2,1,43.32
Kanakpura Road,3,1900,3,3,125
Bommasandra Industrial Area,2,1090,2,1,31.48
Electronic City,2,1110,2,1,39.95
Nagavarapalya,1,705,1,1,57
HBR Layout,2,1089,2,1,60
tc.palya,2,880,2,1,48
Kereguddadahalli,2,1080,2,2,32
Thanisandra,2,1093,2,1,68.1
Banashankari Stage III,3,1480,3,1,75.48
Hegde Nagar,3,1703,3,2,125
Hebbal,2,1200,2,1,60
Marathahalli,3,1690,3,2,116
Yelahanka,2,1305,2,1,78
Talaghattapura,3,1257,2,2,40.22
Subash Nagar,2,1150,2,2,45
Stage-4 Bommanahalli,2,1194,2,0,55
Chokkahalli,3,2000,3,1,90
Anekal,3,1500,4,1,99
Bellari Road,2,1025,2,0,42.5
Horamavu Agara,2,980,2,1,38.19
Hosakerehalli,3,1200,2,1,100
Whitefield,3,2225,3,1,149
Ashirvad Colony,2,1022,2,2,57
Sidedahalli,4,882,3,0,72
Narayanapura,2,1153,2,2,45
Pai Layout,2,1175,2,2,60
Vidyaranyapura,3,1560,3,3,68
Yelahanka New Town,1,650,1,1,17
Vishwapriya Nagar,3,600,3,2,65
Billekahalli,2,1350,3,2,55
Akshya Nagar,2,1200,2,1,76
Telecom Layout,2,1200,1,1,54
Chandapura,2,800,2,1,25
Electronic City,4,2093,4,1,104
Uttarahalli,3,1320,2,2,55.44
Bannerghatta Road,2,1275,2,1,73
Begur Road,2,1215,2,2,43.13
Kanakapura,2,1130,2,1,45.2
Begur Road,3,1444,2,2,71.5
Vikram Nagar,2,950,2,2,38
Padmanabhanagar,2,1000,1,2,90
Banashankari Stage II,3,1240,2,2,59.52
2nd Stage Nagarbhavi,4,600,4,2,125
Hennur,2,1231,2,2,50
Benson Town,2,1300,2,1,120
Yeshwanthpur,3,1713,3,2,110
Kogilu,2,1200,2,1,53.33
Sarjapur  Road,3,3004,4,2,158
Sonnenahalli,3,1310,2,0,46
Jalahalli,2,790,2,1,49.5
Koramangala,3,1744,3,1,200
Amblipura,3,1605,3,2,100
Whitefield,2,1250,2,2,82
Malleshwaram,3,2476,3,3,337
Subramanyapura,3,1260,2,2,76
Rajaji Nagar,3,1615,3,1,175
Yelahanka,2,1180,2,1,56
Uttarahalli,3,1255,2,2,50.19
Electronic City,2,1025,2,1,53.9
Sarjapur  Road,3,1877,4,2,150
Lakshminarayana Pura,3,1649,3,2,150
5th Block Hbr Layout,9,2600,12,2,675
Hennur,5,2500,5,2,125
Doddakammanahalli,3,1542,3,2,98
Thigalarapalya,2,1418,2,2,105
Sarvabhouma Nagar,2,1012,2,0,42
Chandapura,2,1200,2,1,65
Sarjapur  Road,2,1115,2,2,43
Green Glen Layout,3,1680,4,3,95
Old Madras Road,2,1171,2,2,72
Tumkur Road,2,1027,2,1,68.62
Shampura,3,1700,3,3,75
Kanakapura,2,1090,2,2,38.15
Hennur Road,2,1232,2,1,74
Anekal,2,766,2,2,28
Banashankari Stage III,5,1200,5,0,180
Kanakpura Road,1,525,1,1,27
Hosa Road,3,142.61,3,1,109
JP Nagar,3,1452,2,1,41
Choodasandra,3,1254,2,1,65
MS Pallya,5,3600,5,0,110
Kanakpura Road,3,1593,3,1,118
ITI Layout,2,1333,2,2,77.27
Herohalli,3,1100,3,1,110
Raja Rajeshwari Nagar,3,1375,2,1,54.99
Ardendale,3,1650,3,3,82
Thanisandra,3,1430,2,2,51.48
Electronic City,2,940,2,1,54
Electronic City,1,435,1,1,21
Begur Road,2,1160,2,2,36.54
Electronic City,3,1500,2,1,77.5
Koramangala,3,1890,2,1,100
Doopanahalli,2,1050,2,1,70
Singasandra,6,1200,6,3,220
Haralur Road,2,1027,2,2,43
Whitefield,3,1390,2,2,61.28
Seegehalli,3,3000,4,2,235
Tumkur Road,3,1459,2,1,95
Yelahanka,3,1711,3,3,85.61
Hoodi,2,1250,2,2,98
Chandapura,1,645,1,1,16.45
Anandapura,2,875,2,1,57
Ramamurthy Nagar,2,1334,2,1,67
Huskur,2,1140,2,1,32.92
Sarjapur  Road,2,1115,2,2,50
Amruthahalli,3,1200,5,2,200
Rajaji Nagar,3,1776,3,1,190
Thigalarapalya,3,2072,4,2,160
Kundalahalli,3,1600,3,2,170
Lakshmi Layout,6,1200,4,2,115
Kengeri Satellite Town,2,920,2,3,39
Chandapura,2,598,2,0,25.29
Nagasandra,4,1310,3,3,95
Electronic City,3,1631,3,2,80
Kanakpura Road,1,525,1,1,27.5
Jalahalli,3,1395,3,3,82
Devi Nagar,3,2000,3,2,105
Hennur Road,2,1232,2,1,66
Virupakshapura,2,1075,2,1,55
Gubbalala,2,1205,2,2,70
Muthyala Nagar,4,1200,4,2,165
Rajiv Nagar,4,2340,5,1,129
Rayasandra,3,1179,2,1,55
Kodigehaali,2,1013,2,1,51
Uttarahalli,2,1160,2,2,40.6
Thyagaraja Nagar,8,1500,6,2,290
7th Phase JP Nagar,2,1200,2,2,62.5
Nrupathunga Nagar,7,1200,5,0,80
Uttarahalli,3,1255,2,3,50.19
Richmond Town,3,1100,2,1,145
Samethanahalli,2,1069,2,1,55
Kyalasanahalli,3,1200,3,2,99
Kudlu Gate,1,1400,1,1,285
Marathahalli,2,1065,2,2,55
Lakshminarayana Pura,2,1395,2,0,75
Hebbal Kempapura,3,1725,2,1,165
Coconut Grove Layout,2,1007,2,2,43
Kengeri,3,1436,2,2,55
Amrita Nagar,6,4250,6,3,150
Hebbal,3,1645,3,2,117
Kengeri,2,1200,2,0,58
Mysore Road,2,940,2,1,43.61
KR Puram,6,4300,6,2,175
Hebbal,3,2850,5,3,343
Indira Nagar,3,1740,3,2,191
Haralur Road,2,1194,2,2,47
Sadashiva Nagar,3,3761,3,2,650
Dodda Nekkundi,3,1829,3,2,125
Whitefield,4,1800,4,3,178
Austin Town,2,1000,2,1,60
Venkatapura,3,5720,3,0,350
Vignana Nagar,5,800,4,2,98
Kadabagere,2,675,1,1,15
Hebbal,2,1390,2,2,95
Lakshminarayana Pura,3,1500,3,2,104
Vijayanagar,3,2047,3,2,136
Jakkur,2,1202,2,1,79
Kodbisanhalli,2,1012,2,1,59
Gunjur,3,2132,3,3,80
Raja Rajeshwari Nagar,4,1350,4,3,340
Whitefield,1,605,1,1,40
Harlur,2,1331,2,1,88
Margondanahalli,2,1200,2,0,69
Kumara Park,2,1150,2,0,250
Sahakara Nagar,2,1200,2,1,136
Anand Nagar,2,1800,2,0,300
Kammanahalli,3,600,2,1,50
Akshaya Vana,3,1280,2,2,49
Balagere,2,1007,2,1,62
Thanisandra,3,1370,2,1,61
Kalkere,2,925,2,2,35
TC Palaya,2,1500,2,0,75
Attibele,1,450,1,1,12.5
Peenya,4,1200,4,1,140
Hennur Road,2,1341,2,1,95
2nd Phase Judicial Layout,3,1350,2,2,47.25
Tumkur Road,2,992,2,1,60
Uttarahalli,2,1163,2,2,68
Sarjapur  Road,2,1229,2,2,70
Gowdanapalya,2,600,2,2,39
Electronic City Phase II,2,1219,2,1,61.26
Raja Rajeshwari Nagar,3,1525,2,2,99.13
Kasavanhalli,2,1147,2,1,60
Akshaya Nagar,3,1412,2,3,88
Munnekollal,9,1200,9,3,215
Sarjapur  Road,2,1044,2,1,34.77
Nagarbhavi,2,1190,2,2,63
Nagadevanahalli,3,1240,2,2,65
Jigani,3,1352,3,1,65
Ashwathnagar,2,1100,2,2,55
Uttarahalli,3,1330,2,2,39.9
RR Layout,3,1700,3,2,111
Electronic City,2,1355,2,1,67
Ramamurthy Nagar,2,1200,2,1,46
Kengeri,1,400,2,1,25
Sarjapur  Road,2,1342,2,2,70
Begur Road,3,1615,3,2,50.87
Vinayaka Nagar,2,1340,2,1,65
Jakkuru Layout,2,1200,2,1,54
Yeshwanthpur,1,400,1,0,55
Devanahalli,2,1080,2,1,52
Gollahalli,2,1600,2,1,31
Electronic City,2,1200,2,0,34
Hennur Road,3,2700,3,2,150
Billapura,3,1780,3,0,110
Amruthahalli,3,1605,3,2,65
Ulsoor,4,7200,5,2,1584
Doddabommasandra,3,646,2,1,65
Kammanahalli,2,1200,2,2,80
Margondanahalli,2,900,2,0,49
Sarjapur,3,1830,3,1,88
Vishwapriya Layout,5,690,4,1,83
Srirampuram,1,650,1,3,500
MS Pallya,5,1800,4,1,68
Chandapura,3,715,2,0,32
Chandapura,3,1230,2,2,31.37
Uttarahalli,2,1065,2,1,42.59
2nd Phase JP Nagar,8,1350,8,2,185
Srinagar,3,1080,3,2,149
KHB Colony Extension,3,900,2,0,65
Devasthanagalu,2,946,2,2,45
Laggere,1,1500,1,0,60
Sarjapur  Road,3,1711,3,1,110
Attur Layout,4,1200,3,2,160
Chandapura,2,950,2,1,25.65
Kudlu Gate,3,1656,3,2,80
Uttarahalli,2,1075,2,1,46.76
Harlur,3,1752.12,3,2,133
Hebbal,8,6000,8,0,220
Kaverappa Layout,3,1540,3,3,85
6th Phase JP Nagar,4,600,4,3,125
LB Shastri Nagar,1,665,1,2,32
Sector 2 HSR Layout,3,1665,3,3,110
Electronics City Phase 1,2,1145,2,1,54
Whitefield,2,1185,2,2,41
2nd Phase JP Nagar,3,1200,3,1,190
Marathahalli,3,1693,3,2,125
Dollars Layout,3,2456,3,3,220
Rajaji Nagar,3,2559,3,2,403
Uttarahalli,2,1155,2,1,40.6
Divya Unnathi Layout,3,1610,2,2,64.4
Whitefield,3,1200,3,2,56.58
Anjana Nagar,2,1530,2,1,185
EPIP Zone,3,1709,3,1,80
Amruthahalli,4,600,4,0,60
Brookefield,8,2700,8,3,290
Subramanya Nagar,1,840,1,1,150
Gottigere,3,1400,2,1,50
KR Puram,2,1200,2,1,42
Janatha Colony,3,1439,3,1,57.23
Kasavanhalli,2,1375,2,2,72
BTM 2nd Stage,5,2990,5,3,416
Vijayanagar,3,1200,2,1,75
Yelahanka,2,1315,2,3,75
Dommasandra,2,1500,2,0,40
Yelahanka,6,3600,6,1,200
Vijayanagar,2,1178,2,3,82
Bannerghatta Road,3,1430,3,2,59
Mahadevpura,3,1400,2,2,65.8
Thanisandra,2,1093,2,2,72
Horamavu Banaswadi,2,1200,2,1,45
Magadi Road,5,5000,6,1,360
1st Block Jayanagar,3,1200,2,0,130
Whitefield,3,2210,3,2,156
Uttarahalli,2,1150,2,2,70
Silk Board,3,1435,2,1,60
Mathikere,4,600,3,3,100
Whitefield,2,1173,2,1,78.2
Thanisandra,2,1140,2,1,39
Jakkur Plantation,3,1717,3,3,120
Mallasandra,2,1325,2,3,65
Hoodi,3,1370,3,2,67
Electronics City Phase 1,2,1025,2,1,90
Doddakammanahalli,3,1409,2,3,62
Bellandur,2,1200,2,1,52
Thanisandra,2,1200,2,1,53.5
Whitefield,3,1740,4,3,130
Hennur Road,2,1232,2,1,88
Chandapura,2,1200,2,1,36
Whitefield,4,5924,4,3,625
Veersandra,2,1250,2,1,50
Munivenkatppa Layout,2,1475,2,2,171
Bommanahalli,4,2100,4,2,85
5th Phase JP Nagar,1,552,1,1,23.5
Uttarahalli,3,1065,2,2,42.59
Hennur,3,1000,3,1,130
Lakshmipura,2,1225,2,0,65
Harsha Layout,1,650,1,0,16
Padmanabhanagar,2,1067,2,2,52
Sarjapur,3,1364,2,2,56
Tata Nagar,3,1750,3,3,75
Bannerghatta Road,2,1240,2,1,71
Hulimavu,2,1200,2,0,75
Kaggadasapura,3,1540,3,3,75
Sathya Layout,3,1504,2,2,102
